Turtle ID,Observation Date,Observation Town
ST2015-476,21-Dec-15,Brewster
ST2015-479,21-Dec-15,Eastham
ST2015-480,21-Dec-15,Eastham
ST2015-482,21-Dec-15,Wellfleet
ST2015-484,21-Dec-15,Eastham
ST2015-485,21-Dec-15,Truro
ST2015-486,21-Dec-15,Truro
ST2015-486,21-Dec-15,Provincetown
ST2015-490,21-Dec-15,Wellfleet
ST2015-491,21-Dec-15,Eastham
ST2015-492,21-Dec-15,Truro
ST2015-493,21-Dec-15,Truro
ST2015-494,21-Dec-15,Wellfleet
ST2015-495,21-Dec-15,Wellfleet
ST2015-495,21-Dec-15,Eastham
ST2015-498,21-Dec-15,Eastham
ST2015-499,21-Dec-15,Eastham
ST2015-500,21-Dec-15,Eastham
ST2015-501,21-Dec-15,Eastham
ST2015-503,21-Dec-15,Eastham
ST2015-523,21-Dec-15,Eastham
ST2015-524,21-Dec-15,Eastham
ST2015-372,20-Dec-15,Eastham
ST2015-373,20-Dec-15,Wellfleet
ST2015-374,20-Dec-15,Eastham
ST2015-375,20-Dec-15,Eastham
ST2015-376,20-Dec-15,Eastham
ST2015-377,20-Dec-15,Eastham
ST2015-378,20-Dec-15,Eastham
ST2015-379,20-Dec-15,Wellfleet
ST2015-380,20-Dec-15,Eastham
ST2015-381,20-Dec-15,Wareham
ST2015-382,20-Dec-15,Eastham
ST2015-383,20-Dec-15,Wellfleet
ST2015-384,20-Dec-15,Wellfleet
ST2015-385,20-Dec-15,Wellfleet
ST2015-386,20-Dec-15,Eastham
ST2015-387,20-Dec-15,Eastham
ST2015-388,20-Dec-15,Wellfleet
ST2015-389,20-Dec-15,Eastham
ST2015-390,20-Dec-15,Wellfleet
ST2015-391,20-Dec-15,Wellfleet
ST2015-392,20-Dec-15,Wellfleet
ST2015-393,20-Dec-15,Wellfleet
ST2015-394,20-Dec-15,Wellfleet
ST2015-395,20-Dec-15,Wellfleet
ST2015-396,20-Dec-15,Wellfleet
ST2015-397,20-Dec-15,Wellfleet
ST2015-398,20-Dec-15,Wellfleet
ST2015-399,20-Dec-15,Truro
ST2015-400,20-Dec-15,Truro
ST2015-401,20-Dec-15,Orleans
ST2015-401,20-Dec-15,Truro
ST2015-402,20-Dec-15,Eastham
ST2015-403,20-Dec-15,Orleans
ST2015-404,20-Dec-15,Eastham
ST2015-405,20-Dec-15,Wellfleet
ST2015-406,20-Dec-15,Wellfleet
ST2015-407,20-Dec-15,Wareham
ST2015-408,20-Dec-15,Eastham
ST2015-409,20-Dec-15,Eastham
ST2015-410,20-Dec-15,Truro
ST2015-411,20-Dec-15,Truro
ST2015-412,20-Dec-15,Truro
ST2015-413,20-Dec-15,Truro
ST2015-414,20-Dec-15,Brewster
ST2015-415,20-Dec-15,Eastham
ST2015-416,20-Dec-15,Eastham
ST2015-417,20-Dec-15,Eastham
ST2015-418,20-Dec-15,Truro
ST2015-419,20-Dec-15,Truro
ST2015-420,20-Dec-15,Truro
ST2015-421,20-Dec-15,Truro
ST2015-422,20-Dec-15,Truro
ST2015-423,20-Dec-15,Truro
ST2015-424,20-Dec-15,Truro
ST2015-425,20-Dec-15,Truro
ST2015-426,20-Dec-15,Truro
ST2015-427,20-Dec-15,Truro
ST2015-428,20-Dec-15,Truro
ST2015-429,20-Dec-15,Truro
ST2015-430,20-Dec-15,Truro
ST2015-431,20-Dec-15,Truro
ST2015-432,20-Dec-15,Truro
ST2015-433,20-Dec-15,Truro
ST2015-434,20-Dec-15,Truro
ST2015-435,20-Dec-15,Truro
ST2015-436,20-Dec-15,Truro
ST2015-437,20-Dec-15,Provincetown
ST2015-438,20-Dec-15,Wellfleet
ST2015-439,20-Dec-15,Wellfleet
ST2015-440,20-Dec-15,Wellfleet
ST2015-441,20-Dec-15,Wellfleet
St2015-442,20-Dec-15,Wellfleet
ST2015-443,20-Dec-15,Wellfleet
ST2015-444,20-Dec-15,Wellfleet
ST2015-445,20-Dec-15,Wellfleet
ST2015-447,20-Dec-15,Eastham
ST2015-448,20-Dec-15,Eastham
ST2015-449,20-Dec-15,Eastham
ST2015-450,20-Dec-15,Brewster
ST2015-451,20-Dec-15,Brewster
ST2015-452,20-Dec-15,Orleans
ST2015-453,20-Dec-15,Truro
ST2015-453,20-Dec-15,Truro
ST2015-454,20-Dec-15,Truro
ST2015-455,20-Dec-15,Truro
ST2015-456,20-Dec-15,Truro
ST2015-457,20-Dec-15,Truro
ST2015-458,20-Dec-15,Wellfleet
ST2015-459,20-Dec-15,Eastham
ST2015-460,20-Dec-15,Truro
ST2015-461,20-Dec-15,Wellfleet
ST2015-462,20-Dec-15,Eastham
ST2015-466,20-Dec-15,Eastham
ST2015-467,20-Dec-15,Eastham
ST2015-469,20-Dec-15,Eastham
ST2015-470,20-Dec-15,Eastham
ST2015-473,20-Dec-15,Truro
ST2015-477,20-Dec-15,Orleans
ST2015-478,20-Dec-15,Barnstable
ST2015-481,20-Dec-15,Brewster
ST2015-487,20-Dec-15,Wellfleet
ST2015-488,20-Dec-15,Eastham
ST2015-489,20-Dec-15,Eastham
ST2015-538,20-Dec-15,Eastham
ST2015-329,19-Dec-15,Wellfleet
ST2015-330,19-Dec-15,Wellfleet
ST2015-331,19-Dec-15,Wellfleet
ST2015-332,19-Dec-15,Wellfleet
ST2015-333,19-Dec-15,Provincetown
ST2015-334,19-Dec-15,Wellfleet
ST2015-335,19-Dec-15,Wellfleet
ST2015-336,19-Dec-15,Provincetown
ST2015-337,19-Dec-15,Truro
ST2015-338,19-Dec-15,Wellfleet
ST2015-339,19-Dec-15,Truro
ST2015-340,19-Dec-15,Truro
ST2015-341,19-Dec-15,Provincetown
ST2015-342,19-Dec-15,Provincetown
ST2015-343,19-Dec-15,Provincetown
ST2015-344,19-Dec-15,Wellfleet
ST2015-345,19-Dec-15,Wellfleet
ST2015-346,19-Dec-15,Eastham
ST2015-347,19-Dec-15,Eastham
ST2015-348,19-Dec-15,Wellfleet
ST2015-349,19-Dec-15,Wellfleet
ST2015-350,19-Dec-15,Wellfleet
ST2015-351,19-Dec-15,Wellfleet
ST2015-352,19-Dec-15,Wellfleet
ST2015-353,19-Dec-15,Wellfleet
ST2015-354,19-Dec-15,Wellfleet
ST2015-355,19-Dec-15,Wellfleet
ST2015-356,19-Dec-15,Wellfleet
ST2015-357,19-Dec-15,Wellfleet
ST2015-358,19-Dec-15,Wellfleet
ST2015-359,19-Dec-15,Wellfleet
ST2015-360,19-Dec-15,Wellfleet
ST2015-361,19-Dec-15,Wellfleet
ST2015-362,19-Dec-15,Eastham
ST2015-363,19-Dec-15,Wellfleet
ST2015-364,19-Dec-15,Wellfleet
ST2015-365,19-Dec-15,Wellfleet
ST2015-366,19-Dec-15,Wellfleet
ST2015-367,19-Dec-15,Wellfleet
ST2015-368,19-Dec-15,Wellfleet
ST2015-369,19-Dec-15,Wellfleet
ST2015-370,19-Dec-15,Wellfleet
ST2015-371,19-Dec-15,Wellfleet
ST2015-483,19-Dec-15,Wellfleet
ST2015-328,18-Dec-15,Wellfleet
ST2015-322,17-Dec-15,Brewster
ST2015-323,17-Dec-15,Provincetown
ST2015-324,17-Dec-15,Provincetown
ST2015-325,17-Dec-15,Provincetown
ST2015-326,17-Dec-15,Provincetown
ST2015-327,17-Dec-15,Orleans
ST2015-314,16-Dec-15,Truro
ST2015-316,16-Dec-15,Wellfleet
ST2015-317,16-Dec-15,Wellfleet
ST2015-318,16-Dec-15,Provincetown
ST2015-319,16-Dec-15,Provincetown
ST2015-320,16-Dec-15,Wellfleet
ST2015-321,16-Dec-15,Truro
ST2015-309,15-Dec-15,Provincetown
ST2015-310,15-Dec-15,Provincetown
ST2015-311,15-Dec-15,Provincetown
ST2015-312,15-Dec-15,Wellfleet
ST2015-313,15-Dec-15,Truro
ST2015-315,15-Dec-15,Orleans
ST2015-307,14-Dec-15,Truro
ST2015-308,14-Dec-15,Provincetown
ST2015-291,12-Dec-15,Truro
ST2015-292,12-Dec-15,Truro
ST2015-293,12-Dec-15,Wellfleet
ST2015-294,12-Dec-15,Truro
ST2015-295,12-Dec-15,Wellfleet
ST2015-296,12-Dec-15,Truro
ST2015-297,12-Dec-15,Truro
ST2015-298,12-Dec-15,Truro
ST2015-299,12-Dec-15,Truro
ST2015-300,12-Dec-15,Truro
ST2015-301,12-Dec-15,Truro
ST2015-302,12-Dec-15,Wellfleet
ST2015-303,12-Dec-15,Wellfleet
ST2015-304,12-Dec-15,Orleans
ST2015-305,12-Dec-15,Truro
ST2015-306,12-Dec-15,Truro
ST2015-290,10-Dec-15,Barnstable
ST2015-279,9-Dec-15,Yarmouth
ST2015-280,9-Dec-15,Dennis
ST2015-281,9-Dec-15,Dennis
ST2015-282,9-Dec-15,Barnstable
ST2015-283,9-Dec-15,Barnstable
ST2015-284,9-Dec-15,Barnstable
ST2015-285,9-Dec-15,Dennis
ST2015-286,9-Dec-15,Dennis
ST2015-287,9-Dec-15,Dennis
ST2015-288,9-Dec-15,Dennis
ST2015-289,9-Dec-15,Dennis
ST2015-275,8-Dec-15,Truro
ST2015-276,8-Dec-15,Dennis
ST2015-277,8-Dec-15,Dennis
ST2015-278,8-Dec-15,Dennis
ST2015-256,7-Dec-15,Eastham
ST2015-257,7-Dec-15,Truro
ST2015-258,7-Dec-15,Truro
ST2015-259,7-Dec-15,Truro
ST2015-260,7-Dec-15,Truro
ST2015-261,7-Dec-15,Truro
ST2015-262,7-Dec-15,Truro
ST2015-263,7-Dec-15,Truro
ST2015-264,7-Dec-15,Wellfleet
ST2015-265,7-Dec-15,Wellfleet
ST2015-266,7-Dec-15,Wellfleet
ST2015-267,7-Dec-15,Wellfleet
ST2015-268,7-Dec-15,Eastham
ST2015-269,7-Dec-15,Falmouth
ST2015-270,7-Dec-15,Truro
ST2015-271,7-Dec-15,Brewster
ST2015-272,7-Dec-15,Brewster
ST2015-273,7-Dec-15,Wellfleet
ST2015-274,7-Dec-15,Eastham
ST2015-248,6-Dec-15,Wellfleet
ST2015-253,6-Dec-15,Nantucket
ST2015-254,6-Dec-15,Truro
ST2015-255,6-Dec-15,Eastham
St2015-221,5-Dec-15,Wellfleet
ST2015-222,5-Dec-15,Wellfleet
ST2015-223,5-Dec-15,Eastham
ST2015-224,5-Dec-15,Wellfleet
St2015-225,5-Dec-15,Eastham
ST2015-226,5-Dec-15,Wellfleet
ST2015-227,5-Dec-15,Eastham
ST2015-228,5-Dec-15,Eastham
ST2015-229,5-Dec-15,Brewster
ST2015-230,5-Dec-15,Brewster
ST2015-231,5-Dec-15,Brewster
ST2015-232,5-Dec-15,Brewster
ST2015-233,5-Dec-15,Brewster
ST2015-234,5-Dec-15,Truro
ST2015-235,5-Dec-15,Eastham
ST2015-236,5-Dec-15,Truro
ST2015-237,5-Dec-15,Wellfleet
ST2015-238,5-Dec-15,Wellfleet
ST2015-239,5-Dec-15,Barnstable
ST2015-240,5-Dec-15,Dennis
ST2015-241,5-Dec-15,Dennis
ST2015-242,5-Dec-15,Wellfleet
ST2015-243,5-Dec-15,Dennis
ST2015-244,5-Dec-15,Brewster
ST2015-245,5-Dec-15,Brewster
ST2015-246,5-Dec-15,Wellfleet
ST2015-247,5-Dec-15,Wellfleet
ST2015-249,5-Dec-15,Provincetown
ST2015-251,5-Dec-15,Wellfleet
ST2015-252,5-Dec-15,Dennis
ST2015-205,4-Dec-15,Eastham
ST2015-206,4-Dec-15,Eastham
ST2015-207,4-Dec-15,Eastham
ST2015-208,4-Dec-15,Truro
ST2015-209,4-Dec-15,Wellfleet
ST2015-210,4-Dec-15,Truro
ST2015-211,4-Dec-15,Truro
ST2015-212,4-Dec-15,Truro
ST2015-213,4-Dec-15,Brewster
ST2015-214,4-Dec-15,Brewster
ST2015-215,4-Dec-15,Brewster
ST2015-216,4-Dec-15,Eastham
ST2015-217,4-Dec-15,Wellfleet
St2015-218,4-Dec-15,Wellfleet
ST2015-219,4-Dec-15,Wellfleet
ST2015-220,4-Dec-15,Wellfleet
ST2015-200,3-Dec-15,Barnstable
ST2015-201,3-Dec-15,Wellfleet
ST2015-202,3-Dec-15,Brewster
ST2015-203,3-Dec-15,Truro
ST2015-204,3-Dec-15,Truro
ST2015-198,2-Dec-15,Sandwich
ST2015-199,2-Dec-15,Truro
ST2015-197,1-Dec-15,Dennis
ST2015-195,30-Nov-15,Brewster
ST2015-196,30-Nov-15,Dennis
ST2015-194,29-Nov-15,Brewster
ST2015-193,28-Nov-15,Truro
ST2015-192,27-Nov-15,Truro
ST2015-186,26-Nov-15,Duxbury
ST2015-190,26-Nov-15,Dennis
ST2015-181,25-Nov-15,Eastham
ST2015-182,25-Nov-15,Brewster
ST2015-184,25-Nov-15,Dennis
ST2015-185,25-Nov-15,Dennis
ST2015-187,25-Nov-15,Brewster
ST2015-188,25-Nov-15,Wellfleet
ST2015-142,24-Nov-15,Brewster
ST2015-148,24-Nov-15,Eastham
ST2015-152,24-Nov-15,Brewster
ST2015-153,24-Nov-15,Brewster
ST2015-154,24-Nov-15,Brewster
ST2015-155,24-Nov-15,Brewster
ST2015-156,24-Nov-15,Brewster
ST2015-158,24-Nov-15,Brewster
ST2015-159,24-Nov-15,Brewster
ST2015-160,24-Nov-15,Eastham
ST2015-161,24-Nov-15,Eastham
ST2015-162,24-Nov-15,Eastham
ST2015-163,24-Nov-15,Brewster
ST2015-164,24-Nov-15,Orleans
ST2015-165,24-Nov-15,Brewster
ST2015-166,24-Nov-15,Brewster
ST2015-167,24-Nov-15,Orleans
ST2015-168,24-Nov-15,Brewster
ST2015-169,24-Nov-15,Brewster
ST2015-170,24-Nov-15,Brewster
ST2015-171,24-Nov-15,Brewster
ST2015-172,24-Nov-15,Eastham
ST2015-173,24-Nov-15,Eastham
ST2015-174,24-Nov-15,Eastham
ST2015-175,24-Nov-15,Eastham
ST2015-176,24-Nov-15,Eastham
ST2015-177,24-Nov-15,Eastham
ST2015-178,24-Nov-15,Eastham
ST2015-179,24-Nov-15,Brewster
ST2015-180,24-Nov-15,Brewster
ST2015-189,24-Nov-15,Barnstable
ST2015-135,23-Nov-15,Brewster
ST2015-136,23-Nov-15,Brewster
ST2015-137,23-Nov-15,Brewster
ST2015-138,23-Nov-15,Barnstable
ST2015-139,23-Nov-15,Barnstable
ST2015-140,23-Nov-15,Barnstable
ST2015-141,23-Nov-15,Dennis
ST2015-143,23-Nov-15,Brewster
ST2015-144,23-Nov-15,Brewster
ST2015-145,23-Nov-15,Brewster
ST2015-146,23-Nov-15,Brewster
ST2015-147,23-Nov-15,Brewster
ST2015-149,23-Nov-15,Brewster
ST2015-150,23-Nov-15,Brewster
ST2015-151,23-Nov-15,Brewster
,21-Nov-15,Brewster
ST2015-131,21-Nov-15,Brewster
ST2015-132,21-Nov-15,Barnstable
ST2015-133,21-Nov-15,Brewster
ST2015-134,21-Nov-15,Orleans
ST2015-130,20-Nov-15,Orleans
ST2015-122,17-Nov-15,Dennis
ST2015-123,17-Nov-15,Brewster
ST2015-124,17-Nov-15,Barnstable
ST2015-125,17-Nov-15,Brewster
ST2015-121,16-Nov-15,Eastham
ST2015-117,15-Nov-15,Brewster
ST2015-118,15-Nov-15,Brewster
ST2015-119,15-Nov-15,Eastham
ST2015-120,15-Nov-15,Eastham
ST2015-183,15-Nov-15,Brewster
ST2015-115,9-Nov-15,Eastham
ST2015-114,7-Nov-15,Truro
ST2015-111,6-Nov-15,Eastham
